GeneID	GYAPG	GYAOY	GYAOZ	GYAPA	GYAPB	GYAPC	GYAPH	GYAPN	GYAPO	GYAPP	GYAPS	GYAPT
jgi.p|Debha1|5291	1153	1790	2875	1988	1226	1991	6977	1527	2821	3050	2976	1368
jgi.p|Debha1|5292	558	5618	2125	5368	1283	2296	1056	1337	642	1108	1279	567
jgi.p|Debha1|5293	94	251	322	263	157	262	1049	310	461	354	323	143
jgi.p|Debha1|5294	26	23	27	40	13	33	418	122	223	32	46	17
jgi.p|Debha1|5295	87	322	260	336	92	171	1248	366	503	205	180	89
jgi.p|Debha1|5296	38	70	90	82	35	78	565	225	237	101	76	55
jgi.p|Debha1|5297	258	438	570	399	266	521	3502	825	1571	751	783	348
jgi.p|Debha1|5298	1199	923	2691	1171	630	1038	2192	406	1008	1845	1905	790
jgi.p|Debha1|5299	3237	7947	11663	8357	5012	8601	5990	3102	3516	9233	9909	4223
jgi.p|Debha1|53	0	2	9	0	6	1	11	3	1	5	4	0
jgi.p|Debha1|530	46	100	69	88	44	75	255	104	97	126	93	43
jgi.p|Debha1|5300	798	754	1556	731	503	914	8170	1670	3052	2062	1776	937
jgi.p|Debha1|5301	133	281	330	274	205	340	523	357	301	314	344	150
jgi.p|Debha1|5302	410	627	928	646	366	557	5150	1148	2080	709	714	368
jgi.p|Debha1|5303	205	1258	637	1179	198	339	268	197	190	253	175	120
jgi.p|Debha1|5304	26	53	66	84	41	49	231	103	93	70	70	40
jgi.p|Debha1|5305	84	230	225	291	113	155	464	210	211	126	163	60
jgi.p|Debha1|5306	214	191	350	246	145	294	1144	203	447	329	356	185
jgi.p|Debha1|5307	297	3171	1078	3666	1141	1919	464	407	230	607	654	374
jgi.p|Debha1|5308	17	80	69	77	36	74	196	93	97	41	37	23
jgi.p|Debha1|5309	1908	2396	4459	2304	1492	1844	3093	683	1412	4553	5142	2289
jgi.p|Debha1|531	1667	5734	6162	5475	3884	4716	3227	3108	2143	4839	5282	2119
jgi.p|Debha1|5310	108	234	360	270	95	234	201	78	82	390	418	163
jgi.p|Debha1|5311	15207	33554	44687	30636	29075	27601	10134	5328	5165	28801	34454	14341
jgi.p|Debha1|5312	1302	1669	3332	1561	1244	1735	4731	2154	2125	3087	2825	1211
jgi.p|Debha1|5313	650	1479	2140	1283	752	2141	4281	1456	2123	1465	1750	793
jgi.p|Debha1|5314	85	104	153	117	72	91	211	61	117	128	131	62
jgi.p|Debha1|5315	176	530	550	545	254	359	1395	541	520	355	350	160
jgi.p|Debha1|5316	47	83	104	78	42	84	555	135	206	118	107	59
jgi.p|Debha1|5317	9	27	18	25	14	17	131	67	63	35	22	15
jgi.p|Debha1|5318	997	778	2071	867	565	873	4821	792	1658	1593	1639	807
jgi.p|Debha1|5319	455	830	1277	945	601	844	1296	333	516	1008	943	463
jgi.p|Debha1|532	224	422	719	485	251	430	449	169	205	655	574	289
jgi.p|Debha1|5320	138	194	366	246	120	173	498	146	226	485	443	194
jgi.p|Debha1|5321	1134	1613	2294	1940	1114	1604	4578	918	1827	1834	1696	857
jgi.p|Debha1|5322	227	526	675	510	299	449	1307	338	514	646	682	270
jgi.p|Debha1|5323	150	173	296	211	71	120	1387	275	617	78	123	94
jgi.p|Debha1|5324	44594	331488	216401	369939	207861	358144	37239	31006	20835	122147	171045	76377
jgi.p|Debha1|5325	17	81	76	66	46	90	436	193	180	86	82	34
jgi.p|Debha1|5326	55	107	126	98	61	92	792	235	256	93	85	45
jgi.p|Debha1|5327	19	109	60	81	41	62	52	55	20	60	66	35
jgi.p|Debha1|5328	79	161	180	162	88	148	526	152	225	190	174	81
jgi.p|Debha1|5329	65	149	219	186	90	209	589	250	280	211	168	77
jgi.p|Debha1|533	93	116	246	134	114	136	499	117	219	239	221	96
jgi.p|Debha1|5330	261	542	785	573	393	545	708	342	375	772	768	368
jgi.p|Debha1|5331	106	289	311	306	143	197	288	87	107	187	180	78
jgi.p|Debha1|5332	341	2196	1314	2273	1122	1829	880	589	495	1086	1217	523
jgi.p|Debha1|5333	38	72	87	74	29	49	290	58	93	51	58	25
jgi.p|Debha1|5334	557	521	1114	514	375	576	5051	1084	2512	985	953	500
jgi.p|Debha1|5335	844	1153	2427	1353	635	1517	2641	839	1157	2688	2671	1248
jgi.p|Debha1|5336	190	130	275	166	113	180	937	198	470	149	184	88
jgi.p|Debha1|5337	517	915	1046	802	504	517	1711	538	702	811	835	384
jgi.p|Debha1|5338	47	72	128	78	33	79	450	168	166	106	117	39
jgi.p|Debha1|5339	125	189	377	191	87	177	2031	433	776	132	168	83
jgi.p|Debha1|534	2209	1461	4799	1433	1009	1980	4300	793	1642	4389	4446	2041
jgi.p|Debha1|5340	68	110	121	89	88	101	324	103	129	76	76	44
jgi.p|Debha1|5341	22	66	45	65	22	44	125	42	45	73	57	25
jgi.p|Debha1|5342	0	1	1	0	0	0	1	0	0	0	0	0
jgi.p|Debha1|5343	139	572	530	624	229	310	483	165	150	258	251	112
jgi.p|Debha1|5344	0	2	8	0	3	7	7	1	1	4	2	1
jgi.p|Debha1|5345	14	46	54	60	25	38	283	62	123	39	31	17
jgi.p|Debha1|5346	330	503	950	485	327	528	1262	343	588	716	765	367
jgi.p|Debha1|5347	4163	5473	12909	6639	3719	7700	5622	1326	2611	9799	11438	5273
jgi.p|Debha1|5348	20	59	76	59	45	75	357	144	154	83	70	34
jgi.p|Debha1|5349	245	641	855	660	340	663	1791	439	774	620	645	319
jgi.p|Debha1|535	4	8	8	14	2	4	3	0	0	10	7	2
jgi.p|Debha1|5350	393	2926	1812	2543	1257	2819	136	89	68	1047	1455	754
jgi.p|Debha1|5351	1384	8468	6092	8514	4864	9419	3639	3815	2004	4633	5716	2567
jgi.p|Debha1|5352	56	194	202	269	99	263	487	271	202	135	179	75
jgi.p|Debha1|5353	184	226	426	230	164	334	2346	457	932	427	424	198
jgi.p|Debha1|5354	394	1057	1319	1157	598	1160	3044	1108	1532	1103	1121	537
jgi.p|Debha1|5355	40	97	75	86	25	47	334	152	147	59	64	27
jgi.p|Debha1|5356	18	43	29	41	26	43	136	64	65	42	69	22
jgi.p|Debha1|5357	11947	32348	37213	26904	26972	23421	7261	5101	3718	24482	27804	11348
jgi.p|Debha1|5358	6425	8558	23147	6297	4206	12395	11034	2745	4793	10653	12795	7475
jgi.p|Debha1|5359	168	225	447	273	158	260	321	62	129	347	407	211
jgi.p|Debha1|536	74	213	255	200	111	155	989	219	346	257	253	99
jgi.p|Debha1|5360	7	43	31	35	21	31	255	115	85	24	13	17
jgi.p|Debha1|5361	65	96	147	110	104	104	562	171	228	191	161	84
jgi.p|Debha1|5362	98	86	153	101	47	68	1197	265	406	79	61	41
jgi.p|Debha1|5363	117	222	286	290	163	129	238	96	111	218	268	146
jgi.p|Debha1|5364	192	312	478	298	221	248	633	180	325	412	420	207
jgi.p|Debha1|5365	113	194	280	175	107	160	699	169	250	169	175	100
jgi.p|Debha1|5366	185	518	523	523	264	349	972	366	401	357	363	191
jgi.p|Debha1|5367	537	516	1223	512	276	647	1640	374	687	1085	1093	514
jgi.p|Debha1|5368	9801	37962	43600	47210	24059	45589	23602	9678	9382	23307	29480	12325
jgi.p|Debha1|5369	69	174	193	233	88	176	802	305	313	133	136	99
jgi.p|Debha1|537	614	1387	2162	1473	802	1775	3817	1468	1947	1312	1564	732
jgi.p|Debha1|5370	42	158	91	124	51	86	248	100	108	93	72	40
jgi.p|Debha1|5371	167	175	446	189	115	197	799	168	364	232	333	187
jgi.p|Debha1|5372	724	5324	3016	5385	2856	5503	2116	2774	1478	1885	2415	1040
jgi.p|Debha1|5373	208	401	584	354	266	397	1578	502	642	564	575	215
jgi.p|Debha1|5374	61	126	194	163	89	98	226	86	81	86	94	56
jgi.p|Debha1|5375	257	298	543	352	168	233	824	174	376	326	324	149
jgi.p|Debha1|5376	369	543	946	743	339	583	3021	747	1294	749	690	327
jgi.p|Debha1|5377	56	100	139	98	67	132	1232	272	511	170	163	93
jgi.p|Debha1|5378	626	1430	1694	1139	1003	1076	6396	3284	2620	1123	1253	556
jgi.p|Debha1|5379	122	431	462	500	221	415	1360	401	576	217	243	118
jgi.p|Debha1|538	32912	121162	134266	118084	86043	174708	18141	11526	9920	92324	115979	50834
jgi.p|Debha1|5380	31	95	81	81	46	97	401	194	183	98	84	35
jgi.p|Debha1|5381	387	375	842	463	276	439	6857	1249	2824	660	702	356
jgi.p|Debha1|5382	1688	3726	4050	4023	2125	3598	57219	18269	21453	3993	4279	1819
jgi.p|Debha1|5383	54	139	176	201	112	117	380	139	137	152	153	77
jgi.p|Debha1|5384	176	224	408	176	136	254	1623	384	648	360	316	162
jgi.p|Debha1|5385	21	80	68	98	40	45	125	63	60	60	43	33
jgi.p|Debha1|5386	2147	2837	5793	3020	1736	3861	6632	2088	2861	5373	5477	2544
jgi.p|Debha1|5387	45	95	114	98	63	91	217	135	144	140	121	55
jgi.p|Debha1|5388	18	34	40	66	17	23	472	98	144	29	33	8
jgi.p|Debha1|5389	83	134	210	121	83	154	379	110	203	200	203	62
jgi.p|Debha1|539	516	782	1411	863	510	726	1318	381	640	1017	969	457
jgi.p|Debha1|5390	608	1147	1629	1304	958	1633	4022	1598	1980	1208	1304	593
jgi.p|Debha1|5391	98	79	130	91	67	68	1596	261	585	114	124	56
jgi.p|Debha1|5392	4636	31057	20240	29921	15425	26562	6577	9243	3694	11498	14518	5921
jgi.p|Debha1|5393	158	341	426	373	201	311	817	221	308	623	634	245
jgi.p|Debha1|5394	164	342	434	322	223	451	1159	322	560	456	485	231
jgi.p|Debha1|5395	4	14	5	15	7	7	14	5	5	9	8	3
jgi.p|Debha1|5396	99	134	248	127	87	130	508	150	170	255	207	84
jgi.p|Debha1|5397	153	245	403	206	197	166	423	120	182	256	287	105
jgi.p|Debha1|5398	629	740	1646	764	578	910	574	209	223	1781	1583	622
jgi.p|Debha1|5399	16	80	76	133	26	66	434	96	154	71	68	24
jgi.p|Debha1|54	36	128	141	125	61	77	255	84	96	76	96	41
jgi.p|Debha1|540	922	1498	2975	1807	950	2527	1037	245	323	2394	2760	1234
jgi.p|Debha1|5400	11	41	43	41	35	52	214	35	90	37	59	25
jgi.p|Debha1|5401	31	83	117	78	39	59	318	156	161	102	89	53
jgi.p|Debha1|5402	115	113	263	177	128	134	566	176	216	242	242	107
jgi.p|Debha1|5403	106	113	239	118	64	110	927	228	394	190	197	100
jgi.p|Debha1|5404	552	1246	1847	1355	893	1856	1393	501	692	1573	1868	759
jgi.p|Debha1|5405	319	418	737	477	254	423	2587	529	925	773	695	341
jgi.p|Debha1|5406	27	46	79	54	31	59	533	193	197	82	78	30
jgi.p|Debha1|5407	7674	22037	27795	24013	15867	27336	56036	25362	27848	19674	23521	10948
jgi.p|Debha1|5408	1303	4119	5061	4740	2674	6577	5287	2016	2411	3730	4560	2067
jgi.p|Debha1|5409	693	1585	1800	1533	818	1775	5146	2569	2301	1324	1348	707
jgi.p|Debha1|541	621	788	1474	736	529	870	3107	1114	1381	1346	1346	610
jgi.p|Debha1|5410	173	238	451	277	155	260	485	180	185	393	390	189
jgi.p|Debha1|5411	134	195	288	241	117	268	1962	359	814	287	287	130
jgi.p|Debha1|5412	147	278	449	269	151	278	1042	257	405	420	345	149
jgi.p|Debha1|5413	15	40	41	44	17	36	200	102	64	22	21	10
jgi.p|Debha1|5414	44	106	127	86	51	112	219	62	84	104	89	67
jgi.p|Debha1|5415	1403	1161	3361	1305	667	1145	3629	815	1813	2681	2589	1308
jgi.p|Debha1|5416	571	1265	1748	1236	756	1556	3342	938	1743	1366	1431	673
jgi.p|Debha1|5417	1429	7534	5412	7193	3286	4715	2228	1998	1309	2928	3443	1590
jgi.p|Debha1|5418	237	334	612	307	170	351	942	189	389	439	425	212
jgi.p|Debha1|5419	3944	2621	5056	3728	3387	5542	92679	14282	31561	6249	6683	3248
jgi.p|Debha1|542	1719	2928	4917	2951	1862	3892	73170	19399	27115	4990	5285	2508
jgi.p|Debha1|5420	416	455	750	485	318	515	2297	525	947	620	614	321
jgi.p|Debha1|5421	105	147	230	190	102	143	915	209	351	257	285	123
jgi.p|Debha1|5422	67	139	194	116	78	139	892	348	358	199	211	89
jgi.p|Debha1|5423	181	306	528	319	188	431	677	214	308	557	608	285
jgi.p|Debha1|5424	160	520	476	553	366	403	276	140	182	475	510	197
jgi.p|Debha1|5425	19	47	72	51	20	46	232	51	90	54	82	27
jgi.p|Debha1|5426	70	147	257	201	125	156	679	187	234	189	191	106
jgi.p|Debha1|5427	58	137	133	200	47	69	455	128	167	73	71	40
jgi.p|Debha1|5428	186	200	399	182	133	239	1402	232	581	451	396	173
jgi.p|Debha1|5429	61	174	163	138	60	101	251	58	85	154	149	65
jgi.p|Debha1|543	59	91	129	99	48	92	696	226	276	85	111	62
jgi.p|Debha1|5430	2243	5196	8519	5355	3419	7780	12549	4373	6048	5505	6670	3247
jgi.p|Debha1|5431	8353	11997	28698	12781	6308	13899	25654	6302	10556	24296	25465	12119
jgi.p|Debha1|5432	71	222	207	143	72	82	253	101	102	125	137	54
jgi.p|Debha1|5433	187	435	531	471	203	326	534	288	269	346	402	154
jgi.p|Debha1|5434	689	1178	1986	1002	622	1168	2500	769	1228	1835	1836	762
jgi.p|Debha1|5435	3	21	16	17	1	13	1	6	1	5	4	4
jgi.p|Debha1|5436	114	246	334	249	158	257	959	324	392	292	345	158
jgi.p|Debha1|5437	4883	10956	18329	14147	6566	15359	9459	3925	4275	11363	13499	6464
jgi.p|Debha1|5438	526	1705	2263	1898	821	1739	11564	3279	4978	1601	1690	745
jgi.p|Debha1|5439	194	498	550	368	239	223	1210	599	576	321	347	134
jgi.p|Debha1|544	61	170	182	201	113	112	182	86	60	124	173	64
jgi.p|Debha1|5440	246	933	803	912	423	740	3154	3540	2157	682	699	326
jgi.p|Debha1|5441	28	73	96	59	47	90	330	129	161	82	86	23
jgi.p|Debha1|5442	778	4772	3120	4062	2466	5867	3953	3985	2322	2326	2396	908
jgi.p|Debha1|5443	582	1099	1517	1116	616	1075	13500	2763	4942	1200	1299	598
jgi.p|Debha1|5444	314	278	675	270	134	310	3426	468	1365	441	417	238
jgi.p|Debha1|5445	58	117	194	118	83	123	402	111	219	149	171	73
jgi.p|Debha1|5446	161	213	421	250	213	134	199	60	64	248	295	84
jgi.p|Debha1|5447	92	166	163	148	69	127	2363	492	1020	237	250	102
jgi.p|Debha1|5448	161	250	424	275	117	163	5331	913	1786	337	351	153
jgi.p|Debha1|5449	15524	23255	37474	25136	15159	31443	72545	19138	30232	23979	25867	12820
jgi.p|Debha1|545	265	662	820	714	295	531	1442	326	573	395	390	261
jgi.p|Debha1|5450	673	863	1884	871	591	1254	1581	569	895	1960	1702	770
jgi.p|Debha1|5451	7616	6667	16897	7529	4593	8944	62490	15235	28542	11772	12225	5920
jgi.p|Debha1|5452	13773	51281	57416	60651	31958	79202	115498	47560	58864	34814	42987	20547
jgi.p|Debha1|5453	895	1796	2420	1717	1032	2178	4602	1473	2164	2716	2602	1115
jgi.p|Debha1|5454	7242	24777	30362	27285	15382	36389	15694	7750	7894	18378	21870	10277
jgi.p|Debha1|5455	51	135	185	121	94	134	315	114	144	188	168	77
jgi.p|Debha1|5456	397	2406	1351	2356	1245	2299	631	568	498	945	1283	495
jgi.p|Debha1|5457	89	139	215	174	106	178	805	173	334	123	137	65
jgi.p|Debha1|5458	2330	1687	4509	1602	1051	1594	15885	2325	6088	3047	3112	1713
jgi.p|Debha1|5459	1877	2931	4598	3703	2345	3945	25548	7589	8695	2338	2588	1224
jgi.p|Debha1|546	13389	42016	54195	49643	27176	49585	9345	5296	4924	32618	40051	17936
jgi.p|Debha1|5460	6566	7263	15017	8234	4762	7873	21529	4503	8322	11070	12793	5988
jgi.p|Debha1|5461	178	148	396	190	95	192	710	117	267	267	257	139
jgi.p|Debha1|5462	588	1478	2313	1808	818	1837	4020	2877	2160	1257	1453	771
jgi.p|Debha1|5463	2264	2353	5978	2191	1252	2237	5953	859	2434	3654	3759	1904
jgi.p|Debha1|5464	16	23	30	53	15	30	197	60	77	36	43	28
jgi.p|Debha1|5465	188	456	608	447	273	494	1204	394	522	549	584	255
jgi.p|Debha1|5466	27	39	65	39	34	51	444	148	143	66	67	19
jgi.p|Debha1|5467	456	420	826	485	321	485	1598	335	571	590	640	309
jgi.p|Debha1|5468	51	112	174	116	84	160	657	179	290	181	160	78
jgi.p|Debha1|5469	19615	73017	78453	85577	48331	93824	39216	23055	18225	46793	49981	24051
jgi.p|Debha1|547	1664	5021	6604	5399	3773	8757	1288	575	598	6448	6891	3112
jgi.p|Debha1|5470	169	903	665	788	473	875	612	534	360	573	651	256
jgi.p|Debha1|5471	40	91	88	89	45	90	192	99	54	87	102	36
jgi.p|Debha1|5472	17	65	58	80	25	45	273	140	122	30	40	17
jgi.p|Debha1|5473	5063	30493	23811	30798	16322	38821	16240	10212	9609	15146	18514	8932
jgi.p|Debha1|5474	444	493	1121	425	293	525	3271	586	1402	799	938	469
jgi.p|Debha1|5475	350	1007	970	1280	709	1016	1682	490	614	548	683	318
jgi.p|Debha1|5476	11	27	47	21	18	26	43	10	20	36	24	15
jgi.p|Debha1|5477	2	9	6	7	6	5	42	15	27	6	9	0
jgi.p|Debha1|5478	6	7	14	16	2	9	22	8	18	6	14	6
jgi.p|Debha1|5479	13	29	29	23	8	13	53	14	21	28	30	6
jgi.p|Debha1|548	30	64	101	131	37	56	341	150	142	65	68	34
jgi.p|Debha1|5480	0	3	4	2	2	0	2	13	4	2	1	2
jgi.p|Debha1|5481	23	49	66	54	30	58	378	209	228	83	88	31
jgi.p|Debha1|5482	12	19	20	13	8	25	46	15	18	7	7	9
jgi.p|Debha1|5483	83	179	244	177	70	139	978	201	351	143	190	68
jgi.p|Debha1|5484	1	0	0	0	0	0	1	0	1	1	0	0
jgi.p|Debha1|5485	105	293	358	233	171	285	2341	637	1025	412	401	195
jgi.p|Debha1|5486	14	40	59	39	17	33	196	69	95	27	29	16
jgi.p|Debha1|5487	1053	1499	2784	1270	1060	1125	2775	1260	1103	1953	2182	1001
jgi.p|Debha1|5488	107	295	279	295	135	238	998	232	401	225	290	119
jgi.p|Debha1|5489	972	3298	3860	3562	2173	5149	1477	679	808	2848	3574	1605
jgi.p|Debha1|549	15	37	41	36	10	18	271	93	104	36	37	20
jgi.p|Debha1|5490	3	5	3	4	0	0	2	0	0	5	0	2
jgi.p|Debha1|5491	5599	9378	20506	11060	5318	12075	17950	7347	7696	7927	10775	5284
jgi.p|Debha1|5492	1028	687	1878	797	522	1046	12332	1515	3850	1022	1070	597
jgi.p|Debha1|5493	225	364	705	436	268	371	1758	436	816	575	586	270
jgi.p|Debha1|5494	121	470	413	559	204	294	824	291	377	413	342	167
jgi.p|Debha1|5495	83	86	163	114	38	86	380	92	189	118	98	52
jgi.p|Debha1|5496	156	632	497	614	234	302	1647	546	727	307	306	167
jgi.p|Debha1|5497	86	278	285	322	151	329	756	260	342	314	288	124
jgi.p|Debha1|5498	16	68	53	77	20	44	318	120	97	53	62	23
jgi.p|Debha1|5499	246	512	660	697	398	540	1510	365	567	375	439	259
jgi.p|Debha1|55	6911	6117	13893	5929	4344	7083	19130	3626	8048	9209	9480	4813
jgi.p|Debha1|550	34	129	104	122	85	137	281	153	139	131	140	56
jgi.p|Debha1|5500	879	1282	2639	1480	940	1756	3365	954	1574	2304	2599	1159
jgi.p|Debha1|5501	109	476	414	523	263	351	229	123	146	352	359	152
jgi.p|Debha1|5502	4	6	7	0	3	3	31	15	12	18	14	9
jgi.p|Debha1|5503	1570	2084	3634	2255	1088	2262	4956	991	1674	4851	4914	2452
jgi.p|Debha1|5504	105	142	236	134	95	118	809	221	426	219	187	102
jgi.p|Debha1|5505	804	1128	1815	974	852	1219	4921	1843	2358	1769	1917	859
jgi.p|Debha1|5506	61	130	171	121	75	121	739	219	257	137	120	58
jgi.p|Debha1|5507	4284	20538	22351	23227	11399	20631	6450	2967	3425	11461	14021	6383
jgi.p|Debha1|5508	155	273	350	259	95	230	762	290	424	309	271	131
jgi.p|Debha1|5509	438	652	1240	579	388	481	1480	414	456	907	973	410
jgi.p|Debha1|551	1	1	5	0	1	0	3	1	0	0	2	1
jgi.p|Debha1|5510	294	467	590	355	291	358	1068	357	489	650	540	236
jgi.p|Debha1|5511	207	405	647	470	310	388	382	124	165	553	630	268
jgi.p|Debha1|5512	508	1190	1455	1204	621	1008	2856	905	1476	1765	1797	779
jgi.p|Debha1|5513	624	1475	2447	1595	877	2024	1622	514	678	2275	2387	1065
jgi.p|Debha1|5514	678	1004	1852	1225	511	935	1914	564	1001	1886	2095	989
jgi.p|Debha1|5515	3	8	12	4	4	4	4	0	2	6	15	6
jgi.p|Debha1|5516	1133	6391	5228	7047	3351	6611	2858	2446	1686	2813	3480	1709
jgi.p|Debha1|5517	865	766	1423	831	587	1259	9362	2419	4220	2409	2379	1017
jgi.p|Debha1|5518	134	313	380	274	263	296	404	220	192	392	342	174
jgi.p|Debha1|5519	615	890	1672	1049	500	978	1260	355	684	1248	1422	606
jgi.p|Debha1|552	49	255	256	260	104	230	762	352	315	91	146	63
jgi.p|Debha1|5520	35	80	81	70	45	57	371	139	133	88	94	42
jgi.p|Debha1|5521	3394	7331	13013	8101	3719	7914	6200	2120	2873	5420	6602	3114
jgi.p|Debha1|5522	1566	3091	4976	3572	1978	4849	7207	2739	3736	4433	5057	2283
jgi.p|Debha1|5523	2860	3980	7711	4316	2560	5560	3673	789	1401	7193	7153	3361
jgi.p|Debha1|5524	57	109	153	94	48	87	1162	255	446	155	157	68
jgi.p|Debha1|5525	209	214	443	295	140	198	1101	334	478	319	297	135
jgi.p|Debha1|5526	330	956	1169	994	508	934	2541	1327	1561	987	1159	500
jgi.p|Debha1|5527	192	280	561	423	282	288	497	165	202	361	401	193
jgi.p|Debha1|5528	259	510	726	548	322	602	2350	735	956	613	611	303
jgi.p|Debha1|5529	612	1253	2052	1146	1036	1063	797	363	384	1650	1503	619
jgi.p|Debha1|553	31	87	85	58	42	85	487	225	257	99	89	55
jgi.p|Debha1|5530	671	1233	2002	1377	691	1433	1203	483	777	1458	1551	746
jgi.p|Debha1|5531	84	144	259	156	77	174	515	150	197	215	213	92
jgi.p|Debha1|5532	290	692	957	780	436	615	2081	466	802	746	781	357
jgi.p|Debha1|5533	18	79	99	72	41	69	397	160	139	81	79	33
jgi.p|Debha1|5534	28	82	66	69	39	53	176	110	64	55	68	16
jgi.p|Debha1|5535	183	388	408	377	211	354	215	125	96	373	399	149
jgi.p|Debha1|5536	3	8	5	4	5	10	6	3	4	6	6	4
jgi.p|Debha1|5537	5	0	3	2	1	4	4	2	1	5	2	2
jgi.p|Debha1|5538	801	1064	2115	1193	781	1537	2148	654	945	2540	2824	1236
jgi.p|Debha1|5539	867	1624	2776	1651	1099	1864	1089	332	591	2806	3149	1373
jgi.p|Debha1|554	979	1474	2365	1813	1151	2340	1490	476	582	1942	1844	917
jgi.p|Debha1|5540	629	997	1690	982	723	1088	683	246	310	1468	1443	602
jgi.p|Debha1|5541	243	273	587	298	182	302	1524	376	665	516	489	242
jgi.p|Debha1|5542	339	388	878	399	261	392	1651	458	823	434	469	240
jgi.p|Debha1|5543	53	253	191	211	66	103	926	251	311	142	123	61
jgi.p|Debha1|5544	33	49	69	38	27	23	114	20	30	37	44	25
jgi.p|Debha1|5545	985	1276	2488	1217	858	1572	2621	696	1224	2152	2058	911
jgi.p|Debha1|5546	771	914	1920	986	952	1178	1187	564	635	1850	1700	737
jgi.p|Debha1|5547	61	126	181	138	77	90	550	181	221	120	115	66
jgi.p|Debha1|5548	30389	163712	143050	176054	89966	157695	95556	50789	45872	81282	91740	39660
jgi.p|Debha1|5549	18	50	57	78	43	100	39	49	40	26	35	21
jgi.p|Debha1|555	1057	1454	2329	1657	942	2288	3192	855	1344	1631	1842	949
jgi.p|Debha1|5550	223	447	677	470	295	526	2997	662	1184	536	513	301
jgi.p|Debha1|5551	19	79	65	30	15	34	280	144	151	53	41	20
jgi.p|Debha1|5552	26	54	47	35	20	43	151	68	84	32	38	22
jgi.p|Debha1|5553	59	85	169	112	66	109	141	59	64	140	124	73
jgi.p|Debha1|5554	244	268	657	292	192	467	634	154	272	569	560	270
jgi.p|Debha1|5555	6184	10893	19287	10889	8354	15764	33164	12191	13293	15776	19105	8744
jgi.p|Debha1|5556	29	101	82	83	55	97	755	291	276	99	93	39
jgi.p|Debha1|5557	434	342	848	365	230	337	1642	285	607	807	802	397
jgi.p|Debha1|5558	53	146	117	126	71	106	245	82	101	94	94	53
jgi.p|Debha1|5559	42	155	144	170	68	96	369	227	199	96	105	66
jgi.p|Debha1|556	21	37	52	38	22	35	217	47	86	65	59	16
jgi.p|Debha1|5560	347	379	711	337	265	366	896	253	386	695	645	274
jgi.p|Debha1|5561	156	91	244	85	65	133	469	75	149	117	150	93
jgi.p|Debha1|5562	21	43	51	44	20	45	313	153	158	53	52	20
jgi.p|Debha1|5563	1388	2236	4334	2371	1301	2553	3670	1095	1895	2885	3102	1505
jgi.p|Debha1|5564	2789	5974	9253	6568	3537	7424	6387	2393	3165	5932	7358	3523
jgi.p|Debha1|5565	24	74	83	75	50	42	486	190	227	53	56	42
jgi.p|Debha1|5566	14	52	42	84	15	25	160	75	65	30	35	19
jgi.p|Debha1|5567	94	77	158	72	47	74	839	179	337	609	634	302
jgi.p|Debha1|5568	49	143	130	231	81	156	242	89	100	100	105	53
jgi.p|Debha1|5569	29	32	66	35	13	23	510	68	215	64	76	21
jgi.p|Debha1|557	17283	25507	46781	23611	17471	25691	14767	4803	6895	30740	31786	13126
jgi.p|Debha1|5570	450	934	1547	828	526	658	695	192	395	1015	1207	474
jgi.p|Debha1|5571	73	254	203	260	130	203	1435	443	499	266	241	111
jgi.p|Debha1|5572	464	667	1220	723	350	530	2492	614	1083	719	809	355
jgi.p|Debha1|5573	100	225	221	183	103	161	1079	273	397	145	117	75
jgi.p|Debha1|5574	360	373	650	393	175	282	1451	302	699	470	507	297
jgi.p|Debha1|5575	710	1024	1584	1044	722	1313	3573	1005	1882	1529	1493	649
jgi.p|Debha1|5576	84	77	173	82	48	112	1531	280	694	178	175	93
jgi.p|Debha1|5577	34	111	94	148	69	90	499	197	207	113	110	57
jgi.p|Debha1|5578	36	65	104	78	59	63	237	106	105	87	96	44
jgi.p|Debha1|5579	57	131	212	171	96	162	380	187	162	172	144	76
jgi.p|Debha1|558	37	63	60	85	18	23	176	50	72	40	41	18
jgi.p|Debha1|5580	83	156	226	205	106	193	324	86	121	170	162	98
jgi.p|Debha1|5581	58	98	165	129	87	105	259	62	136	164	146	77
jgi.p|Debha1|5582	72	59	117	57	64	65	600	170	272	98	134	67
jgi.p|Debha1|5583	63	83	142	78	48	80	242	64	88	140	116	43
jgi.p|Debha1|5584	38	129	121	117	81	84	236	117	82	125	135	52
jgi.p|Debha1|5585	2661	4955	8264	4348	2499	3962	4741	1395	2623	8135	8570	4101
jgi.p|Debha1|5586	101	395	327	320	195	307	809	269	344	303	341	104
jgi.p|Debha1|5587	121	127	301	113	75	151	694	186	340	313	282	119
jgi.p|Debha1|5588	512	700	992	705	409	613	2643	744	1161	900	855	408
jgi.p|Debha1|5589	118	236	371	201	137	277	609	176	241	393	425	208
jgi.p|Debha1|559	16	40	41	53	21	33	119	53	40	22	31	22
jgi.p|Debha1|5590	1220	1194	2793	1295	825	1546	2794	736	1445	1871	2134	1115
jgi.p|Debha1|5591	26	56	67	37	15	41	309	119	124	38	59	16
jgi.p|Debha1|5592	139	161	330	205	118	204	1150	253	433	324	285	181
jgi.p|Debha1|5593	25	55	90	83	34	41	228	76	89	51	49	29
jgi.p|Debha1|5594	26	65	59	66	21	59	361	117	157	44	56	19
