GeneID	GYATH	GYATN	GYATO	GYATP	GYATS	GYATT	GYOYH	GYATW	GYATX	GYATY	GYATZ	GYAUA
jgi.p|YarlipO1F2|127471	1610	570	1460	1311	1384	704	460	374	656	697	2222	1327
jgi.p|YarlipO1F2|127571	7	2	8	4	1	3	1	0	0	3	4	6
jgi.p|YarlipO1F2|12793	31	14	28	10	14	0	12	33	38	12	30	22
jgi.p|YarlipO1F2|12802	203	78	250	125	151	72	155	46	101	62	143	79
jgi.p|YarlipO1F2|128067	74	87	114	8	33	21	21	8	14	6	9	16
jgi.p|YarlipO1F2|128251	1381	546	1424	1625	1152	738	653	504	602	795	1681	1001
jgi.p|YarlipO1F2|128284	1	0	0	0	0	0	0	1	0	0	8	2
jgi.p|YarlipO1F2|128285	2346	825	2251	1509	2090	862	1539	2000	2562	1065	3422	2080
jgi.p|YarlipO1F2|128326	6	10	16	10	5	8	9	14	18	10	28	17
jgi.p|YarlipO1F2|128359	1951	473	1731	2746	1581	1234	1557	4063	3582	1697	4216	2712
jgi.p|YarlipO1F2|128483	554	204	571	313	539	200	386	456	620	239	567	358
jgi.p|YarlipO1F2|128521	229	119	234	188	225	96	312	360	470	126	355	185
jgi.p|YarlipO1F2|128523	321	150	347	591	263	209	844	2280	3098	427	1398	798
jgi.p|YarlipO1F2|128809	1396	501	1375	1219	1373	659	1433	1685	2011	909	2251	1404
jgi.p|YarlipO1F2|129014	327	74	229	266	214	154	42	19	15	126	358	215
jgi.p|YarlipO1F2|129022	12866	3108	10215	13360	13564	7681	16034	20180	27506	8215	23891	15965
jgi.p|YarlipO1F2|129057	2704	816	2508	3551	2220	1544	1886	836	1350	2214	5827	3246
jgi.p|YarlipO1F2|129562	7213	2056	5776	6155	6804	3668	6550	19143	15663	3883	9982	5827
jgi.p|YarlipO1F2|129945	1477	495	1348	1098	1173	681	666	1025	1127	576	1316	777
jgi.p|YarlipO1F2|130206	842	251	726	685	675	457	1236	830	1245	294	729	441
jgi.p|YarlipO1F2|130463	5	2	4	0	2	0	0	0	0	0	3	2
jgi.p|YarlipO1F2|130845	2118	857	2129	1710	1704	915	1119	1025	1542	1085	3089	1888
jgi.p|YarlipO1F2|130980	476	211	561	673	379	326	263	93	116	358	885	484
jgi.p|YarlipO1F2|131025	2495	1031	2779	4517	2036	1577	1001	532	717	2225	3812	1990
jgi.p|YarlipO1F2|131087	400	85	380	181	373	176	267	62	146	92	191	141
jgi.p|YarlipO1F2|131088	2320	694	1866	2277	1774	1096	811	696	1203	1498	4434	2653
jgi.p|YarlipO1F2|131369	1288	828	1654	419	1124	334	756	1537	1442	308	811	490
jgi.p|YarlipO1F2|131674	1171	706	1474	343	885	219	807	1040	1162	185	411	259
jgi.p|YarlipO1F2|131707	2459	1483	3102	812	1682	642	546	698	734	395	1160	625
jgi.p|YarlipO1F2|131764	6694	3611	7910	3445	6555	2356	2564	1954	2520	1618	4087	2555
jgi.p|YarlipO1F2|131890	17	7	15	10	8	6	34	13	21	7	14	7
jgi.p|YarlipO1F2|132111	10799	7461	14636	1469	7627	1566	1365	244	405	390	1242	568
jgi.p|YarlipO1F2|132149	3183	1601	3882	974	2243	942	853	184	267	332	612	320
jgi.p|YarlipO1F2|132244	848	235	771	1294	762	571	1281	3191	3610	1075	2367	1243
jgi.p|YarlipO1F2|132309	1418	377	1164	2847	1285	1106	1810	4070	4200	1990	3776	2360
jgi.p|YarlipO1F2|132560	11746	2971	11674	11318	9539	8096	3908	720	1411	932	1872	1433
jgi.p|YarlipO1F2|132627	15	2	4	23	13	2	5	4	3	14	38	26
jgi.p|YarlipO1F2|13284	17188	10375	18682	3598	15682	3832	4863	2481	1966	1359	6220	3984
jgi.p|YarlipO1F2|133095	587	4	47	2013	289	810	345	16460	10266	197	247	138
jgi.p|YarlipO1F2|133501	3	6	7	3	2	1	0	2	6	4	4	2
jgi.p|YarlipO1F2|133534	3	4	10	0	0	0	0	0	0	0	3	0
jgi.p|YarlipO1F2|133793	247	55	155	458	247	201	549	507	746	280	532	306
jgi.p|YarlipO1F2|13380	218	106	238	164	167	74	163	157	166	175	611	294
jgi.p|YarlipO1F2|133826	871	232	723	877	956	490	1699	7892	5660	669	1882	1241
jgi.p|YarlipO1F2|13383	1709	457	1438	1493	1455	786	917	977	1313	971	1980	1020
jgi.p|YarlipO1F2|133839	421	40	252	892	437	462	958	489	927	664	1074	602
jgi.p|YarlipO1F2|133842	2946	2708	4372	641	1633	547	468	325	394	301	807	414
jgi.p|YarlipO1F2|133885	1251	512	1406	526	1019	438	670	2040	1312	303	670	400
jgi.p|YarlipO1F2|133903	146	55	118	175	102	69	130	131	147	136	279	170
jgi.p|YarlipO1F2|134016	1687	510	1604	836	1735	658	1304	527	861	367	889	540
jgi.p|YarlipO1F2|134051	3778	1951	4423	4107	2863	1930	2467	3260	3470	1868	3480	2028
jgi.p|YarlipO1F2|134353	787	159	450	1047	1188	586	1509	1232	1244	435	1104	689
jgi.p|YarlipO1F2|134412	358	306	574	51	142	47	26	20	24	13	20	9
jgi.p|YarlipO1F2|13462	297	101	264	614	277	202	785	1672	2309	456	1487	835
jgi.p|YarlipO1F2|134663	733	342	954	525	433	350	285	312	338	245	418	281
jgi.p|YarlipO1F2|134737	647	200	617	771	672	353	836	1628	1848	460	1120	667
jgi.p|YarlipO1F2|134799	730	229	800	1073	657	438	832	523	669	623	1753	972
jgi.p|YarlipO1F2|134802	983	123	570	2540	1183	963	4409	5511	7415	882	1658	1048
jgi.p|YarlipO1F2|134842	190	144	226	26	98	30	26	8	3	2	14	6
jgi.p|YarlipO1F2|135288	19	5	21	32	15	18	6	3	8	13	71	43
jgi.p|YarlipO1F2|135289	103	25	74	247	113	75	245	407	417	173	737	469
jgi.p|YarlipO1F2|135380	13118	4426	12262	10441	11320	5973	5024	22474	16152	7225	16756	10061
jgi.p|YarlipO1F2|135515	471	204	536	309	346	180	236	43	105	208	273	157
jgi.p|YarlipO1F2|135518	2	1	2	4	1	1	1	0	2	1	7	10
jgi.p|YarlipO1F2|13553	1303	427	1213	1957	1296	835	1408	3241	3568	1518	3237	1743
jgi.p|YarlipO1F2|135579	829	233	699	936	685	522	352	476	636	595	1278	823
jgi.p|YarlipO1F2|135861	211	38	122	568	249	233	308	882	855	340	716	399
jgi.p|YarlipO1F2|135998	6	2	5	0	1	1	0	6	0	0	0	3
jgi.p|YarlipO1F2|136004	883	884	1120	239	464	205	1845	1491	2162	154	379	393
jgi.p|YarlipO1F2|136142	582	123	427	617	495	313	1003	1324	1493	419	855	510
jgi.p|YarlipO1F2|136278	83448	19230	57465	64583	92307	45450	66778	73033	98512	47574	139778	107715
jgi.p|YarlipO1F2|136791	1144	414	1164	1168	884	584	265	102	204	900	1595	1003
jgi.p|YarlipO1F2|136825	2	1	2	0	2	0	6	3	3	1	2	2
jgi.p|YarlipO1F2|136916	4935	2030	4500	3359	3419	1836	1833	4686	4795	2081	5203	3041
jgi.p|YarlipO1F2|136973	446	161	430	481	510	251	707	596	714	352	852	512
jgi.p|YarlipO1F2|137021	401	126	394	426	433	268	470	572	835	342	660	388
jgi.p|YarlipO1F2|137062	6056	4480	8123	1876	4258	1641	1960	1664	1817	930	2058	1181
jgi.p|YarlipO1F2|1372	4	5	7	1	1	0	2	0	0	1	1	3
jgi.p|YarlipO1F2|137303	8538	4872	10795	4371	5910	2449	2206	931	1413	2000	4984	3225
jgi.p|YarlipO1F2|137307	516	405	770	238	383	128	462	872	1170	208	554	319
jgi.p|YarlipO1F2|137325	1421	612	1513	1277	1190	620	619	1236	1483	1072	3588	2077
jgi.p|YarlipO1F2|137341	34	18	45	38	22	27	58	165	137	26	47	36
jgi.p|YarlipO1F2|137430	1420	680	1657	1404	1394	786	1792	1801	2685	886	1646	1006
jgi.p|YarlipO1F2|137444	1355	659	1443	652	1119	483	654	321	459	353	741	444
jgi.p|YarlipO1F2|137745	17	8	26	103	54	31	113	39	52	70	225	137
jgi.p|YarlipO1F2|138247	7837	3197	7885	4333	5890	2982	2917	4802	4433	2120	5159	2800
jgi.p|YarlipO1F2|138272	800	428	1005	552	618	324	454	598	676	259	554	267
jgi.p|YarlipO1F2|138405	25	13	49	12	16	6	40	59	42	6	17	19
jgi.p|YarlipO1F2|138482	404	97	274	957	850	507	2273	2679	3864	473	1043	720
jgi.p|YarlipO1F2|138492	24	5	14	52	27	20	31	12	21	32	85	62
jgi.p|YarlipO1F2|138493	20	4	5	19	7	7	6	3	2	10	19	18
jgi.p|YarlipO1F2|138616	2596	1279	3084	1333	2387	1006	1311	1841	2204	887	1939	1174
jgi.p|YarlipO1F2|138784	2	0	2	0	1	0	1	1	0	0	0	0
jgi.p|YarlipO1F2|138786	588	168	588	889	653	354	954	2659	2709	532	1498	947
jgi.p|YarlipO1F2|138790	306	126	236	296	254	196	217	62	100	92	273	170
jgi.p|YarlipO1F2|138829	2897	1415	3230	1740	1905	1299	1263	889	736	542	2224	1282
jgi.p|YarlipO1F2|138886	212	50	139	235	103	116	983	297	308	65	127	76
jgi.p|YarlipO1F2|139257	618	174	580	847	754	470	793	1543	1878	574	1213	732
jgi.p|YarlipO1F2|139265	105	26	124	136	111	78	211	308	375	112	498	310
jgi.p|YarlipO1F2|139269	8	4	7	19	7	8	12	188	126	26	81	64
jgi.p|YarlipO1F2|139335	286	96	346	459	240	198	77	35	79	278	845	498
jgi.p|YarlipO1F2|139341	85	15	66	226	106	97	304	362	547	125	294	150
jgi.p|YarlipO1F2|139412	44	9	33	90	45	31	96	50	92	59	107	80
jgi.p|YarlipO1F2|139413	18	4	4	24	22	10	27	63	66	22	46	23
jgi.p|YarlipO1F2|139418	19	2	22	49	29	9	40	270	143	38	128	80
jgi.p|YarlipO1F2|139450	330	156	373	182	272	117	214	126	128	140	336	192
jgi.p|YarlipO1F2|13946	511	228	404	771	521	352	695	1161	941	446	2105	1281
jgi.p|YarlipO1F2|139492	699	230	843	574	623	413	674	902	698	206	496	274
jgi.p|YarlipO1F2|139525	370	200	448	318	297	167	386	312	380	224	575	277
jgi.p|YarlipO1F2|139633	249	139	353	153	233	109	218	98	180	76	232	118
jgi.p|YarlipO1F2|139670	7735	3617	8862	2550	6945	2257	2086	814	1008	1015	2104	1166
jgi.p|YarlipO1F2|139867	200	37	155	277	166	137	160	251	265	266	561	284
jgi.p|YarlipO1F2|139872	492	265	576	339	363	179	303	517	593	271	825	513
jgi.p|YarlipO1F2|139989	54	24	43	84	49	23	41	64	48	53	199	119
jgi.p|YarlipO1F2|140003	4024	2507	4462	3348	3597	2003	2951	8157	4850	3983	17049	11841
jgi.p|YarlipO1F2|140064	663	234	700	594	640	274	749	1098	1525	393	1024	603
jgi.p|YarlipO1F2|140168	445	204	455	466	509	220	398	800	950	368	783	477
jgi.p|YarlipO1F2|140240	4856	2041	5581	3324	3395	2066	742	541	849	1401	3202	2025
jgi.p|YarlipO1F2|140271	803	382	939	446	622	254	689	1199	1089	253	636	393
jgi.p|YarlipO1F2|140318	385	159	359	304	307	157	424	590	644	203	430	250
jgi.p|YarlipO1F2|140333	60	18	51	81	66	48	105	81	106	49	116	94
jgi.p|YarlipO1F2|140344	1808	701	1983	1464	1452	868	691	746	903	715	1805	1127
jgi.p|YarlipO1F2|140543	76	15	54	74	50	49	10	1	4	47	126	117
jgi.p|YarlipO1F2|140549	142	6	92	211	161	107	186	100	157	131	341	206
jgi.p|YarlipO1F2|140550	0	1	0	0	0	0	0	1	0	0	2	0
jgi.p|YarlipO1F2|140552	254	47	175	271	203	181	191	126	183	135	365	249
jgi.p|YarlipO1F2|140557	584	136	595	1286	497	482	595	738	1006	611	1109	719
jgi.p|YarlipO1F2|140579	125	52	176	104	140	57	75	43	39	73	172	109
jgi.p|YarlipO1F2|140598	176	51	167	232	186	148	982	1154	1171	115	217	142
jgi.p|YarlipO1F2|140654	1657	547	1471	665	1308	584	625	112	151	259	525	284
jgi.p|YarlipO1F2|140687	2169	607	1640	2487	2051	1476	861	415	560	1544	3781	2770
jgi.p|YarlipO1F2|140739	677	126	490	1302	616	635	462	57	172	429	708	509
jgi.p|YarlipO1F2|140851	7	0	6	6	3	0	0	0	1	10	10	5
jgi.p|YarlipO1F2|14094	37	4	19	73	65	36	5	28	23	39	97	81
jgi.p|YarlipO1F2|141005	177	92	241	162	182	78	240	231	401	116	344	199
jgi.p|YarlipO1F2|141046	157	154	348	24	42	24	12	3	3	8	11	14
jgi.p|YarlipO1F2|141102	351	185	382	211	248	106	129	124	115	136	318	214
jgi.p|YarlipO1F2|141115	2	5	4	5	5	3	0	0	1	7	2	3
jgi.p|YarlipO1F2|141160	61	40	70	40	41	31	15	5	8	13	54	34
jgi.p|YarlipO1F2|141180	403	145	450	422	363	203	463	2797	2401	419	1107	601
jgi.p|YarlipO1F2|141240	497	48	256	994	505	506	790	501	904	449	925	534
jgi.p|YarlipO1F2|141241	7	1	2	9	3	2	15	29	48	4	20	8
jgi.p|YarlipO1F2|141251	141	36	118	132	123	80	171	74	110	93	222	166
jgi.p|YarlipO1F2|142024	4	1	2	9	5	2	0	0	0	9	17	3
jgi.p|YarlipO1F2|142047	525	160	447	536	750	324	1097	3433	1771	313	1011	655
jgi.p|YarlipO1F2|142165	1620	384	1203	2092	1263	1016	949	2261	2729	1386	3922	2320
jgi.p|YarlipO1F2|142285	67	26	46	43	30	28	145	64	127	23	61	32
jgi.p|YarlipO1F2|142330	39	11	29	68	43	46	27	17	25	56	113	81
jgi.p|YarlipO1F2|142331	8	0	3	13	4	9	1	3	6	2	9	3
jgi.p|YarlipO1F2|142352	14	2	5	5	6	2	12	2	12	1	12	9
jgi.p|YarlipO1F2|142354	16	14	40	16	23	9	36	19	29	10	20	8
jgi.p|YarlipO1F2|142371	568	230	509	174	346	138	199	108	136	57	151	105
jgi.p|YarlipO1F2|142385	296	74	286	676	265	222	260	1244	902	448	1871	1379
jgi.p|YarlipO1F2|142424	867	305	818	685	826	371	615	581	791	446	1492	831
jgi.p|YarlipO1F2|142427	4940	1630	4226	3836	4285	2835	1888	1538	2199	1958	4829	3162
jgi.p|YarlipO1F2|142472	11727	3953	10833	7896	10837	5428	8482	8987	10908	4325	10003	6206
jgi.p|YarlipO1F2|142514	1459	908	1700	1230	1243	587	1149	647	1017	734	1560	912
jgi.p|YarlipO1F2|142609	951	331	972	743	928	392	1117	1757	1666	499	1126	676
jgi.p|YarlipO1F2|142949	41	18	50	32	35	21	108	51	59	14	40	28
jgi.p|YarlipO1F2|142953	7	0	12	21	16	12	16	3	5	3	15	11
jgi.p|YarlipO1F2|142974	4737	1224	3989	2586	3535	1979	2308	2549	4159	1309	2673	1980
jgi.p|YarlipO1F2|143022	529	355	630	146	228	147	90	86	80	96	245	164
jgi.p|YarlipO1F2|143226	709	461	988	298	576	192	433	395	439	183	381	225
jgi.p|YarlipO1F2|143250	35	20	38	7	14	9	17	13	21	9	15	5
jgi.p|YarlipO1F2|143372	765	332	776	297	539	199	354	1287	1218	317	1066	566
jgi.p|YarlipO1F2|143373	6	1	9	2	3	3	7	1	2	6	29	12
jgi.p|YarlipO1F2|143392	164	91	206	161	140	61	154	249	363	111	251	170
jgi.p|YarlipO1F2|14351	446	144	472	413	420	233	496	630	581	327	875	552
jgi.p|YarlipO1F2|143561	411	163	390	292	375	163	364	139	233	212	556	287
jgi.p|YarlipO1F2|143950	114	34	100	219	116	81	145	39	52	107	283	201
jgi.p|YarlipO1F2|144200	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|144207	317	64	231	349	393	188	351	294	366	183	459	335
jgi.p|YarlipO1F2|144317	71	20	60	4	35	10	10	4	9	9	9	3
jgi.p|YarlipO1F2|144367	2	0	1	0	0	0	0	0	0	0	0	1
jgi.p|YarlipO1F2|144368	86	31	101	38	54	29	3	0	1	14	68	39
jgi.p|YarlipO1F2|144380	372	104	394	552	369	263	661	2488	2431	353	876	616
jgi.p|YarlipO1F2|144711	128	59	132	129	92	62	84	114	100	61	177	138
jgi.p|YarlipO1F2|144768	2	1	4	2	0	0	0	0	1	2	0	0
jgi.p|YarlipO1F2|144784	76	27	78	40	46	26	50	55	44	19	60	47
jgi.p|YarlipO1F2|144808	175	48	188	325	232	154	276	74	173	235	493	317
jgi.p|YarlipO1F2|144852	117	23	68	45	94	37	14	3	8	16	53	40
jgi.p|YarlipO1F2|144874	1	3	2	1	0	0	0	0	1	1	0	1
jgi.p|YarlipO1F2|145028	20	4	14	16	9	11	16	39	43	11	21	10
jgi.p|YarlipO1F2|145065	6	7	8	12	3	7	13	24	28	9	15	7
jgi.p|YarlipO1F2|145086	173	23	129	90	83	87	118	70	99	56	108	71
jgi.p|YarlipO1F2|145087	2	0	1	0	0	0	2	0	0	0	1	1
jgi.p|YarlipO1F2|145109	26	10	17	29	32	11	26	27	38	36	97	42
jgi.p|YarlipO1F2|145110	4	1	0	26	1	12	67	123	201	14	15	11
jgi.p|YarlipO1F2|145136	114	108	150	103	96	44	119	113	182	51	160	95
jgi.p|YarlipO1F2|145159	1282	686	1734	977	1011	537	911	2123	2322	696	1465	865
jgi.p|YarlipO1F2|145165	1487	496	1449	1087	1186	699	1104	1000	1273	623	1314	769
jgi.p|YarlipO1F2|145213	5	1	2	0	0	4	0	0	0	0	1	0
jgi.p|YarlipO1F2|145272	2072	901	2392	1998	1745	1057	1116	1389	1738	1151	2143	1338
jgi.p|YarlipO1F2|145297	905	161	686	1539	988	726	1018	4810	3902	728	1995	1275
jgi.p|YarlipO1F2|14623	520	198	544	462	434	279	274	370	370	237	491	326
jgi.p|YarlipO1F2|146231	1205	324	1143	1298	1052	727	828	679	710	752	1229	870
jgi.p|YarlipO1F2|146410	38	12	25	101	55	45	287	76	138	44	107	70
jgi.p|YarlipO1F2|146415	2001	1089	2673	3102	1840	1302	1453	2860	3015	1544	3335	2006
jgi.p|YarlipO1F2|146716	214	82	207	194	210	106	272	205	276	138	289	190
jgi.p|YarlipO1F2|146726	382	210	440	230	234	132	258	288	323	191	367	232
jgi.p|YarlipO1F2|146737	746	241	702	436	685	289	496	81	87	121	247	197
jgi.p|YarlipO1F2|147198	654	264	645	560	670	331	654	1035	997	447	981	615
jgi.p|YarlipO1F2|147241	770	337	696	479	655	257	402	665	375	635	3686	2454
jgi.p|YarlipO1F2|147414	130	46	117	100	98	42	141	117	107	56	142	101
jgi.p|YarlipO1F2|147425	75	12	53	142	78	64	307	598	466	73	142	129
jgi.p|YarlipO1F2|147447	709	225	640	902	743	425	1278	545	874	464	846	586
jgi.p|YarlipO1F2|147475	510	141	369	647	577	289	758	1398	1317	379	914	548
jgi.p|YarlipO1F2|147482	138	20	87	189	128	81	127	207	223	173	537	356
jgi.p|YarlipO1F2|147484	86	52	83	23	60	18	93	104	125	35	113	67
jgi.p|YarlipO1F2|147486	754	258	735	423	650	286	243	221	249	190	504	295
jgi.p|YarlipO1F2|14750	79	67	151	96	73	49	227	330	472	57	119	80
jgi.p|YarlipO1F2|147518	1480	695	1819	1033	1261	581	394	385	506	590	1506	951
jgi.p|YarlipO1F2|147519	1705	876	1813	1730	1861	797	1852	8253	6078	1199	2966	1804
jgi.p|YarlipO1F2|147543	344	77	277	396	434	243	838	2944	1978	236	527	335
jgi.p|YarlipO1F2|147544	0	0	0	1	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|14755	1436	571	1490	1174	1194	725	1060	689	879	669	1350	883
jgi.p|YarlipO1F2|147566	89	30	102	177	76	63	110	260	293	105	329	194
jgi.p|YarlipO1F2|147613	2064	240	1240	3192	2738	1722	3032	10773	10964	2787	7395	5123
jgi.p|YarlipO1F2|14762	2880	882	2459	1803	2999	1303	733	176	235	1001	1984	1163
jgi.p|YarlipO1F2|147675	85	50	84	42	51	25	84	36	37	32	57	24
jgi.p|YarlipO1F2|147724	910	420	1034	1962	1016	739	1974	1266	1880	1185	2004	1152
jgi.p|YarlipO1F2|147794	3	1	2	0	0	1	0	0	1	1	0	1
jgi.p|YarlipO1F2|147889	199	26	90	406	265	219	696	3696	2872	287	622	449
jgi.p|YarlipO1F2|147992	15	25	35	3	1	1	0	1	0	0	1	0
jgi.p|YarlipO1F2|147995	340	149	347	289	258	146	327	545	613	232	487	356
jgi.p|YarlipO1F2|148204	128	61	184	227	134	99	135	221	223	124	385	228
jgi.p|YarlipO1F2|148284	4	0	0	27	19	19	61	115	204	11	35	18
jgi.p|YarlipO1F2|148290	56	18	49	88	46	26	26	16	17	26	104	49
jgi.p|YarlipO1F2|1483	2085	108	958	5409	1388	2692	997	449	688	2552	4055	2048
jgi.p|YarlipO1F2|148307	409	191	538	816	412	264	428	417	655	611	1192	697
jgi.p|YarlipO1F2|148323	1044	310	968	1041	793	529	582	722	837	647	1489	917
jgi.p|YarlipO1F2|148460	3	0	4	2	1	0	2	2	3	3	2	2
jgi.p|YarlipO1F2|149454	2684	1458	3138	2262	2639	1107	2106	3329	3990	1305	3473	2293
jgi.p|YarlipO1F2|149567	24	4	15	36	15	14	120	62	67	21	49	31
jgi.p|YarlipO1F2|149690	409	135	371	590	306	307	396	195	376	293	683	435
jgi.p|YarlipO1F2|14976	9	7	7	5	16	9	18	13	10	2	31	17
jgi.p|YarlipO1F2|149771	843	374	890	546	749	316	737	1514	1193	335	825	404
jgi.p|YarlipO1F2|149879	641	194	564	743	882	376	744	1387	1234	430	1314	857
jgi.p|YarlipO1F2|149950	2097	683	2196	2323	1695	1290	501	362	465	873	1831	1276
jgi.p|YarlipO1F2|150016	681	351	835	412	491	229	438	771	897	249	594	419
jgi.p|YarlipO1F2|150050	535	325	682	375	302	168	316	223	241	235	594	371
jgi.p|YarlipO1F2|150102	298	83	280	337	286	188	313	281	327	140	308	236
jgi.p|YarlipO1F2|150110	13	1	9	28	11	26	1	3	1	1	13	2
jgi.p|YarlipO1F2|150236	3	1	3	5	0	1	0	0	0	1	1	0
jgi.p|YarlipO1F2|150237	24	5	20	21	14	14	28	43	45	14	38	21
jgi.p|YarlipO1F2|150339	1079	182	696	1793	1415	908	1602	2693	3150	1328	2674	1606
jgi.p|YarlipO1F2|150451	340	120	304	117	313	94	298	44	42	52	116	54
jgi.p|YarlipO1F2|151053	49040	22045	46125	12531	43425	13494	14312	1729	2648	3078	6814	4361
jgi.p|YarlipO1F2|151090	1849	666	1806	3035	1867	1393	1532	2015	2311	1998	4395	2754
jgi.p|YarlipO1F2|151112	907	478	1056	1027	778	488	1265	1933	2273	611	1303	842
jgi.p|YarlipO1F2|151181	371	72	255	264	308	191	275	109	194	159	277	225
jgi.p|YarlipO1F2|151223	25	5	30	106	20	59	9	4	3	52	34	19
jgi.p|YarlipO1F2|151320	1050	93	584	364	855	432	3110	3358	2183	214	420	321
jgi.p|YarlipO1F2|151375	9476	5113	10311	2871	7570	2669	6940	2379	2989	877	2282	1313
jgi.p|YarlipO1F2|151432	783	613	914	402	766	315	592	3477	2191	544	2768	2205
jgi.p|YarlipO1F2|151627	582	140	478	526	577	306	974	1462	1374	330	849	547
jgi.p|YarlipO1F2|151691	62	14	55	45	58	26	151	64	99	24	53	39
jgi.p|YarlipO1F2|151692	281	53	193	228	262	141	338	208	323	166	390	266
jgi.p|YarlipO1F2|151972	9071	2569	7725	4416	9900	4183	3946	7919	5837	1729	4726	3642
jgi.p|YarlipO1F2|151977	25	12	28	11	18	3	7	0	0	7	15	7
jgi.p|YarlipO1F2|151981	34448	9437	27814	38228	32877	24904	3025	623	4017	605	4456	5299
jgi.p|YarlipO1F2|152087	3	0	6	1	0	2	0	0	0	4	14	5
jgi.p|YarlipO1F2|15360	29	25	49	4	7	0	0	0	0	1	1	1
jgi.p|YarlipO1F2|15749	1034	271	1024	899	968	594	244	14	47	496	987	593
jgi.p|YarlipO1F2|16106	1910	442	1269	1372	1367	883	121	58	69	407	1040	744
jgi.p|YarlipO1F2|16108	2	4	5	0	0	0	1	0	2	1	1	0
jgi.p|YarlipO1F2|16180	1652	657	1796	1967	1104	878	1085	1069	1874	1555	2813	1582
jgi.p|YarlipO1F2|16362	196	153	269	82	117	29	132	398	521	75	140	115
jgi.p|YarlipO1F2|16465	1339	698	1621	973	1203	477	1358	3417	3491	786	1907	1114
jgi.p|YarlipO1F2|16477	116	44	153	215	100	80	197	249	294	214	394	227
jgi.p|YarlipO1F2|16512	1033	278	891	1240	1182	605	859	538	1002	801	2057	1299
jgi.p|YarlipO1F2|16520	561	247	705	512	473	298	457	1827	1559	288	815	475
jgi.p|YarlipO1F2|16526	431	107	389	528	355	238	549	1778	1795	538	1325	766
jgi.p|YarlipO1F2|16625	31002	15273	31967	17954	22553	12767	6046	3179	4722	2192	6621	5777
jgi.p|YarlipO1F2|16630	1409	833	1833	1213	1039	620	1069	974	1175	682	1280	751
jgi.p|YarlipO1F2|16645	69369	14348	50472	53124	64727	36704	24353	12209	15257	26257	48669	29768
jgi.p|YarlipO1F2|167479	354	59	219	603	373	287	722	2852	2410	388	1136	713
jgi.p|YarlipO1F2|1713	205	84	196	188	154	118	225	116	177	123	230	159
jgi.p|YarlipO1F2|171713	13	13	16	6	12	6	7	10	14	6	17	15
jgi.p|YarlipO1F2|171919	156	77	206	109	156	82	87	121	114	144	709	348
jgi.p|YarlipO1F2|1726	518	282	748	511	464	251	587	307	419	286	580	315
jgi.p|YarlipO1F2|172711	15723	7800	18097	1429	9610	2026	168	36	38	87	183	54
jgi.p|YarlipO1F2|17806	67	29	52	45	64	27	73	53	57	19	43	31
jgi.p|YarlipO1F2|17808	871	259	780	1013	736	506	587	167	352	598	1275	755
jgi.p|YarlipO1F2|17811	656	115	488	1211	656	479	764	278	450	631	1045	641
jgi.p|YarlipO1F2|17916	67	18	78	156	90	96	312	377	638	115	237	134
jgi.p|YarlipO1F2|180142	7337	3083	7213	3940	7043	2478	3787	6717	5674	2220	5542	3396
jgi.p|YarlipO1F2|180231	707	133	516	964	747	498	798	781	1051	586	1313	784
jgi.p|YarlipO1F2|180274	1977	1221	2607	948	1574	642	1414	1582	1705	423	976	657
jgi.p|YarlipO1F2|180410	491	347	647	282	353	145	133	19	31	238	346	181
jgi.p|YarlipO1F2|180531	4066	1655	4090	2401	3691	1744	981	203	274	1207	2546	1563
jgi.p|YarlipO1F2|180717	1250	287	981	1685	1394	764	1851	2780	3797	1071	2622	1534
jgi.p|YarlipO1F2|180807	587	150	505	516	604	349	257	126	184	288	440	238
jgi.p|YarlipO1F2|180814	746	323	791	926	613	464	509	833	930	582	1569	910
jgi.p|YarlipO1F2|180907	14	5	9	6	10	3	0	0	2	6	12	8
jgi.p|YarlipO1F2|181205	218	90	233	121	162	81	89	121	121	69	202	91
jgi.p|YarlipO1F2|18126	1392	320	1154	1583	1611	820	1584	4395	3916	919	2298	1466
jgi.p|YarlipO1F2|181269	1	10	15	2	7	1	1	11	5	0	11	3
jgi.p|YarlipO1F2|18133	283	54	296	268	255	142	291	141	156	108	185	95
jgi.p|YarlipO1F2|181434	1174	530	1308	1029	954	545	885	1540	1588	433	1057	648
jgi.p|YarlipO1F2|181444	1838	582	1636	2744	2075	1237	1917	3501	4240	1753	4030	2453
jgi.p|YarlipO1F2|181511	12067	2981	9229	6405	13645	6314	15125	3399	6022	623	1137	667
jgi.p|YarlipO1F2|181546	4780	1836	4626	3969	5926	2101	3517	13492	11291	2596	6645	4152
jgi.p|YarlipO1F2|181593	3153	1627	3854	1449	2394	1052	1886	1619	1671	768	1334	849
jgi.p|YarlipO1F2|181605	587	108	417	1047	716	503	2088	5239	5695	648	1706	1363
jgi.p|YarlipO1F2|18168	6858	1664	5033	4776	7371	3783	4032	16456	10691	4149	13763	9292
jgi.p|YarlipO1F2|181742	242	144	341	190	216	95	234	265	272	132	539	255
jgi.p|YarlipO1F2|181921	2011	506	1672	2415	2025	1231	2403	9008	8165	1640	3665	1947
