GeneID	GYATH	GYATN	GYATO	GYATP	GYATS	GYATT	GYOYH	GYATW	GYATX	GYATY	GYATZ	GYAUA
jgi.p|YarlipO1F2|232385	209	122	278	125	193	95	140	184	216	91	226	138
jgi.p|YarlipO1F2|232388	45	11	35	25	46	20	7	5	1	12	57	26
jgi.p|YarlipO1F2|232402	160	11	107	419	247	190	562	896	1025	292	775	429
jgi.p|YarlipO1F2|232405	663	334	764	458	430	280	253	136	213	256	725	413
jgi.p|YarlipO1F2|232406	533	157	518	465	443	217	183	91	126	337	652	405
jgi.p|YarlipO1F2|232407	13626	3629	11773	10805	10463	6811	3753	4055	5190	6489	15106	9593
jgi.p|YarlipO1F2|232410	363	119	355	199	299	137	288	73	97	63	169	96
jgi.p|YarlipO1F2|232411	360	119	313	541	492	284	456	722	986	257	629	443
jgi.p|YarlipO1F2|232412	376	34	200	605	403	323	526	399	616	453	970	609
jgi.p|YarlipO1F2|232414	70	17	76	76	74	55	94	62	75	76	106	62
jgi.p|YarlipO1F2|232415	1527	437	1301	1707	1846	974	2998	13327	10384	998	2349	1514
jgi.p|YarlipO1F2|232418	103	32	104	97	136	52	398	563	662	78	201	143
jgi.p|YarlipO1F2|232422	1	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|232427	1076	368	1259	2799	916	1021	362	61	103	1450	2105	1003
jgi.p|YarlipO1F2|232431	1975	128	1094	2964	2369	1834	4449	3033	4643	1540	2596	1985
jgi.p|YarlipO1F2|232433	438	190	517	693	529	292	638	393	684	454	1008	610
jgi.p|YarlipO1F2|232434	1487	670	1666	1152	1181	669	899	9154	4923	859	2614	1481
jgi.p|YarlipO1F2|232437	6994	1235	4807	9494	7268	4765	11177	25090	28232	6727	17610	10001
jgi.p|YarlipO1F2|232441	651	212	569	499	525	273	335	964	830	428	1478	804
jgi.p|YarlipO1F2|232454	753	263	671	988	543	491	601	1958	2397	942	2359	1491
jgi.p|YarlipO1F2|232455	63	34	90	140	83	69	120	197	300	115	300	171
jgi.p|YarlipO1F2|232463	277	115	277	165	212	98	279	749	641	103	263	162
jgi.p|YarlipO1F2|232474	4767	1055	2917	8840	6022	4633	3235	2164	3073	4350	8717	5334
jgi.p|YarlipO1F2|232476	1218	619	1319	692	917	401	786	749	884	463	1173	747
jgi.p|YarlipO1F2|232479	1666	880	1888	1179	1148	610	1077	2294	2493	678	1762	1116
jgi.p|YarlipO1F2|232482	30789	10623	26508	14753	28238	11277	8747	2042	2401	6243	9956	5206
jgi.p|YarlipO1F2|232484	574	491	869	461	524	237	624	457	667	277	744	517
jgi.p|YarlipO1F2|232485	3163	2028	4293	1582	2657	1123	1498	2184	2665	972	2286	1412
jgi.p|YarlipO1F2|232492	8022	3756	8360	6441	7156	3622	4399	18720	15916	3803	10306	6385
jgi.p|YarlipO1F2|232511	1	0	0	0	0	0	0	0	1	0	0	0
jgi.p|YarlipO1F2|232512	3354	769	2843	3479	4086	2080	2420	541	581	1225	2946	2238
jgi.p|YarlipO1F2|232522	1522	776	1731	870	1313	458	1381	2380	2008	507	1266	725
jgi.p|YarlipO1F2|232531	6789	3159	7457	8154	6077	3544	3642	2980	4221	4203	7487	4316
jgi.p|YarlipO1F2|232533	80328	48788	97880	10642	64967	12964	15186	8880	7756	2337	6427	2990
jgi.p|YarlipO1F2|232544	5616	3356	6599	722	3635	1065	441	148	188	178	317	204
jgi.p|YarlipO1F2|232546	1333	740	1563	955	889	481	714	865	1072	616	1458	942
jgi.p|YarlipO1F2|232551	251	50	199	246	245	134	275	160	205	180	382	251
jgi.p|YarlipO1F2|232552	1122	524	1294	766	876	467	788	1319	1513	560	1491	859
jgi.p|YarlipO1F2|232553	243	106	279	281	210	129	349	961	689	173	546	316
jgi.p|YarlipO1F2|232554	1977	781	2011	1559	1911	1007	1315	1379	1357	1259	3803	2523
jgi.p|YarlipO1F2|232555	13	4	11	3	6	3	2	6	1	2	7	4
jgi.p|YarlipO1F2|232556	2296	996	2545	2086	1908	1138	623	548	842	1147	2751	1664
jgi.p|YarlipO1F2|232565	3752	1426	3702	2016	3372	1403	1813	2706	3395	1546	4420	2621
jgi.p|YarlipO1F2|232566	342	307	473	210	348	164	336	690	569	212	945	638
jgi.p|YarlipO1F2|232575	4798	3375	6432	3228	4072	1935	2674	4326	4364	1610	3969	2813
jgi.p|YarlipO1F2|232577	580	140	494	1608	458	604	802	1089	1264	1132	2383	1533
jgi.p|YarlipO1F2|232581	934	742	984	1008	724	509	629	2689	915	1477	9545	6346
jgi.p|YarlipO1F2|232583	41	21	28	15	18	10	5	17	15	13	26	26
jgi.p|YarlipO1F2|232585	3799	1633	3767	3067	4209	1682	3442	5650	7731	1997	5462	3502
jgi.p|YarlipO1F2|232589	546	231	532	464	389	215	363	393	553	348	737	449
jgi.p|YarlipO1F2|232590	360	74	270	567	391	264	547	585	1008	319	807	428
jgi.p|YarlipO1F2|232593	681	257	755	1379	996	646	2050	6543	7226	809	2108	1322
jgi.p|YarlipO1F2|232597	1695	193	880	3112	2262	1668	2683	1585	2899	1915	3763	2170
jgi.p|YarlipO1F2|232600	289	74	246	312	266	174	402	1058	1100	292	662	354
jgi.p|YarlipO1F2|232603	7553	1451	5433	8895	8592	5191	5509	10411	10097	6103	15065	9645
jgi.p|YarlipO1F2|232611	1491	745	1668	570	865	399	1021	161	284	51	92	57
jgi.p|YarlipO1F2|232612	205	23	133	400	202	195	249	274	397	315	564	350
jgi.p|YarlipO1F2|232613	1723	246	1261	1925	1764	980	2528	6101	5660	1110	2477	1339
jgi.p|YarlipO1F2|232617	1960	320	1243	2879	2240	1335	1598	17930	8686	2076	4221	2789
jgi.p|YarlipO1F2|232621	1931	842	2093	1144	1394	803	784	892	1169	585	1386	813
jgi.p|YarlipO1F2|232631	1	0	3	1	0	2	0	0	0	2	10	3
jgi.p|YarlipO1F2|232641	516	245	551	679	755	362	1401	5111	4263	408	969	687
jgi.p|YarlipO1F2|232643	329	169	350	333	379	194	389	403	470	217	593	347
jgi.p|YarlipO1F2|232644	436	274	570	238	372	136	416	635	771	107	225	144
jgi.p|YarlipO1F2|232653	14	1	9	10	7	5	3	0	0	18	64	45
jgi.p|YarlipO1F2|232655	1825	667	1660	1550	1918	907	840	854	1166	751	2141	1414
jgi.p|YarlipO1F2|232658	6834	1839	6776	9923	7436	5460	4628	1791	1803	3114	6733	5184
jgi.p|YarlipO1F2|232661	1028	676	1465	607	748	418	404	816	841	327	830	472
jgi.p|YarlipO1F2|232665	143	64	131	203	131	90	111	194	211	165	516	376
jgi.p|YarlipO1F2|232671	3	3	10	4	1	0	0	1	1	0	2	2
jgi.p|YarlipO1F2|232673	202	242	487	9	55	13	13	7	5	1	2	0
jgi.p|YarlipO1F2|232678	19439	8876	19047	13015	15899	7850	11121	56760	48551	9945	33140	18087
jgi.p|YarlipO1F2|232685	25202	5914	18151	15512	24583	10406	10540	15924	14065	8118	19168	11666
jgi.p|YarlipO1F2|232686	12992	3500	12058	6651	12719	5110	10330	8405	9371	3372	7799	5480
jgi.p|YarlipO1F2|232691	8352	5459	9456	2728	6570	2303	3240	2351	1922	1259	3270	1956
jgi.p|YarlipO1F2|232696	1779	917	2237	1651	1443	902	956	2077	1892	976	2135	1266
jgi.p|YarlipO1F2|232697	356	119	398	457	354	210	425	2960	1649	373	850	443
jgi.p|YarlipO1F2|232699	259	66	238	537	271	189	1050	4384	3369	312	681	492
jgi.p|YarlipO1F2|232702	29	14	49	62	30	24	69	389	436	54	192	132
jgi.p|YarlipO1F2|232703	3647	3330	4457	2763	3551	1635	2492	17855	7137	2740	11209	7911
jgi.p|YarlipO1F2|232715	1752	278	1184	3301	1705	1198	1644	5237	4130	1863	4351	3057
jgi.p|YarlipO1F2|232716	199	60	155	445	252	213	437	888	897	334	727	497
jgi.p|YarlipO1F2|232717	683	53	347	973	309	571	8	2	6	1734	8962	6111
jgi.p|YarlipO1F2|232731	7	19	12	2	1	0	2	10	5	1	5	2
jgi.p|YarlipO1F2|232734	482	126	411	537	407	290	590	1101	1059	517	1757	1012
jgi.p|YarlipO1F2|232743	1027	496	1246	1086	1194	523	1597	3994	3939	819	2209	1369
jgi.p|YarlipO1F2|232750	1318	733	1787	801	899	528	467	735	924	527	1235	673
jgi.p|YarlipO1F2|232752	26095	8556	22059	16693	24086	11676	13168	7951	10504	4061	7991	5536
jgi.p|YarlipO1F2|232761	367	50	190	1117	547	476	1271	2890	2697	641	1891	1487
jgi.p|YarlipO1F2|232764	2789	484	1982	3928	2755	2051	3551	2383	4033	2114	3177	1964
jgi.p|YarlipO1F2|232767	0	0	2	0	2	2	1	18	5	0	4	5
jgi.p|YarlipO1F2|232770	878	392	970	856	922	431	977	3709	3461	562	1508	885
jgi.p|YarlipO1F2|232780	133	104	199	99	93	67	75	123	108	95	532	329
jgi.p|YarlipO1F2|232783	557	96	504	1885	454	563	306	7398	1636	1013	3289	2747
jgi.p|YarlipO1F2|232785	1648	504	1635	1679	1438	825	547	978	955	821	2634	1694
jgi.p|YarlipO1F2|232787	23	6	25	32	20	15	11	121	49	28	53	44
jgi.p|YarlipO1F2|232790	482	217	644	490	529	269	276	152	301	257	651	323
jgi.p|YarlipO1F2|232791	377	192	489	380	333	195	384	384	589	255	521	317
jgi.p|YarlipO1F2|232792	350	229	539	282	284	141	268	343	411	178	403	232
jgi.p|YarlipO1F2|232794	2211	685	2108	730	1802	650	1122	680	822	284	729	301
jgi.p|YarlipO1F2|232796	226	61	173	430	282	179	660	1273	1403	316	962	525
jgi.p|YarlipO1F2|232800	7712	4493	8658	1588	5983	1623	1691	506	668	427	877	345
jgi.p|YarlipO1F2|232803	1187	470	1322	1636	757	659	561	195	387	1004	1281	631
jgi.p|YarlipO1F2|232804	1179	849	1741	860	741	449	395	246	356	507	960	487
jgi.p|YarlipO1F2|232806	4540	3077	5900	6839	2900	2987	2268	335	575	3904	4167	1721
jgi.p|YarlipO1F2|232812	2079	1963	3130	3843	1503	1083	1090	1865	1861	2463	3563	1519
jgi.p|YarlipO1F2|232813	2110	234	1308	2287	1707	1209	6054	35739	24371	1702	4467	3548
jgi.p|YarlipO1F2|232820	656	287	877	834	729	431	1002	1636	2304	571	1698	1002
jgi.p|YarlipO1F2|232821	663	324	732	338	546	249	468	414	487	198	561	333
jgi.p|YarlipO1F2|232826	413	175	497	339	342	159	319	777	666	184	406	239
jgi.p|YarlipO1F2|232827	671	173	522	676	676	361	536	264	393	407	773	544
jgi.p|YarlipO1F2|232828	137	58	136	275	155	118	275	706	675	162	299	236
jgi.p|YarlipO1F2|232830	168	50	125	290	253	138	701	3550	3422	213	488	273
jgi.p|YarlipO1F2|232831	13	2	10	5	3	4	2	0	1	7	30	10
jgi.p|YarlipO1F2|232833	321	181	410	319	257	152	301	251	308	211	520	298
jgi.p|YarlipO1F2|232837	80	19	56	61	56	39	71	22	32	21	69	32
jgi.p|YarlipO1F2|232838	227	100	247	250	212	108	273	357	418	171	497	270
jgi.p|YarlipO1F2|232841	1524	553	1517	1452	1256	854	2091	1087	1341	807	2240	1352
jgi.p|YarlipO1F2|232848	2	3	2	4	1	6	1	0	3	1	5	1
jgi.p|YarlipO1F2|232849	7	2	4	86	3	6	12	19	24	8	17	19
jgi.p|YarlipO1F2|232854	488	80	527	1363	360	835	21	4	11	18	23	17
jgi.p|YarlipO1F2|232855	809	206	723	401	596	262	330	156	285	217	533	351
jgi.p|YarlipO1F2|232856	8822	2979	8078	5788	8000	3723	4764	1948	3854	3132	6803	4658
jgi.p|YarlipO1F2|232858	438	261	498	173	309	123	123	63	95	127	243	186
jgi.p|YarlipO1F2|232860	3815	1127	3293	2724	3132	1826	1241	1640	2511	1746	5318	4119
jgi.p|YarlipO1F2|232861	283	57	224	161	170	120	51	99	117	131	376	293
jgi.p|YarlipO1F2|232862	676	266	790	468	520	305	374	330	494	285	615	355
jgi.p|YarlipO1F2|232864	101	31	98	267	98	97	132	398	413	220	495	229
jgi.p|YarlipO1F2|232865	510	323	720	235	356	157	326	197	267	154	287	168
jgi.p|YarlipO1F2|232867	1047	431	996	587	760	478	236	76	87	171	357	230
jgi.p|YarlipO1F2|232869	1218	345	1014	1991	1467	890	2182	8722	7015	1086	2851	1758
jgi.p|YarlipO1F2|232872	2040	590	1564	1718	2116	1275	1463	523	629	1061	3228	2720
jgi.p|YarlipO1F2|232873	3039	1359	3293	1688	2649	1079	2016	4938	4235	918	2485	1538
jgi.p|YarlipO1F2|232875	1119	616	1326	667	950	397	621	979	954	365	1009	623
jgi.p|YarlipO1F2|232876	676	190	495	564	664	331	648	1152	1250	404	877	571
jgi.p|YarlipO1F2|232877	2693	620	2068	1953	2230	1360	2448	597	1221	947	1640	1122
jgi.p|YarlipO1F2|232878	185	36	136	193	187	110	126	59	95	131	333	215
jgi.p|YarlipO1F2|232879	191	102	254	228	210	140	439	571	878	115	295	218
jgi.p|YarlipO1F2|232885	1512	901	2259	1053	1134	711	1177	802	1229	524	1214	668
jgi.p|YarlipO1F2|232889	3253	1262	3259	2190	3851	1426	3829	3481	4006	1246	2550	1556
jgi.p|YarlipO1F2|232891	4487	1522	4797	4624	4092	2664	3588	1891	3603	2753	4911	2892
jgi.p|YarlipO1F2|232892	219	56	158	446	205	206	436	860	919	299	761	462
jgi.p|YarlipO1F2|232893	400	101	351	447	337	244	357	1319	1089	367	1175	607
jgi.p|YarlipO1F2|232894	209	81	255	342	172	134	256	190	256	195	491	353
jgi.p|YarlipO1F2|232897	8432	1702	6146	6066	7180	3571	3696	5022	6677	4206	8796	4860
jgi.p|YarlipO1F2|232899	723	255	731	1477	901	636	2985	17516	17636	925	2664	1803
jgi.p|YarlipO1F2|232904	6746	408	3543	14144	4048	6771	1307	378	1371	8991	14286	8400
jgi.p|YarlipO1F2|232905	1305	604	1433	1195	1106	722	1392	1292	1751	713	1593	1000
jgi.p|YarlipO1F2|232906	812	461	1047	531	776	338	802	1445	1456	487	2012	1168
jgi.p|YarlipO1F2|232907	1008	129	627	1688	1493	883	1651	2102	2454	970	2318	1466
jgi.p|YarlipO1F2|232908	1794	487	1714	1500	1473	858	1320	1719	2099	826	2093	1123
jgi.p|YarlipO1F2|232909	949	396	1062	691	840	404	641	1777	1565	442	922	592
jgi.p|YarlipO1F2|232910	620	249	696	615	536	355	474	424	661	383	1089	690
jgi.p|YarlipO1F2|232912	0	1	0	0	0	0	3	2	1	0	1	0
jgi.p|YarlipO1F2|232914	863	289	754	353	542	320	924	156	273	155	317	185
jgi.p|YarlipO1F2|232916	1996	751	2145	2095	1814	1168	2318	3169	3264	1288	2683	1511
jgi.p|YarlipO1F2|232918	148415	69253	160919	33955	126911	34229	33507	25266	22036	14433	43837	26656
jgi.p|YarlipO1F2|232943	577	119	344	1261	565	533	1026	5692	5047	1194	3546	1961
jgi.p|YarlipO1F2|232944	1267	650	1628	523	1018	329	504	439	630	362	824	552
jgi.p|YarlipO1F2|232947	1935	577	2034	3423	1598	1490	5699	11675	15957	2052	4238	2473
jgi.p|YarlipO1F2|232949	34	10	56	31	34	12	64	77	79	12	40	20
jgi.p|YarlipO1F2|232951	3326	563	2055	4221	4389	2374	1545	3949	2782	2155	4301	3392
jgi.p|YarlipO1F2|232980	170	61	129	92	133	56	2	8	6	47	188	165
jgi.p|YarlipO1F2|232981	2	2	11	2	1	1	0	0	0	0	1	1
jgi.p|YarlipO1F2|232986	11	10	14	0	1	0	1	0	1	1	4	3
jgi.p|YarlipO1F2|233004	4	3	13	5	7	3	2	0	0	2	13	4
jgi.p|YarlipO1F2|233047	26	23	29	0	7	0	3	1	1	0	1	3
jgi.p|YarlipO1F2|233054	66	26	75	6	20	2	6	5	5	5	15	0
jgi.p|YarlipO1F2|233075	851	454	1104	521	539	327	370	231	413	387	734	400
jgi.p|YarlipO1F2|233077	1072	342	928	1398	1440	777	2446	2209	3215	825	2005	1277
jgi.p|YarlipO1F2|233079	6206	1091	4419	5573	6590	3878	4552	3653	4705	2537	5341	3429
jgi.p|YarlipO1F2|233080	32	15	44	141	38	43	34	63	97	62	117	46
jgi.p|YarlipO1F2|233101	8	4	16	2	3	4	1	1	0	0	1	0
jgi.p|YarlipO1F2|233103	229	69	231	656	206	219	329	263	420	118	320	266
jgi.p|YarlipO1F2|233104	33	7	14	54	25	28	4	1	3	17	22	18
jgi.p|YarlipO1F2|233107	44	22	65	64	57	31	93	144	235	49	79	47
jgi.p|YarlipO1F2|233109	28577	10417	27492	12067	24603	8665	19177	25964	28868	3464	11334	7798
jgi.p|YarlipO1F2|233112	155	46	102	515	120	121	416	291	378	220	397	257
jgi.p|YarlipO1F2|233122	16515	5835	15289	13025	13644	7640	6236	8241	8835	7646	19722	11767
jgi.p|YarlipO1F2|233135	71	10	51	138	109	85	403	469	821	91	199	90
jgi.p|YarlipO1F2|233139	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|233141	2972	2408	4413	2152	1982	1095	958	1063	1139	922	2083	929
jgi.p|YarlipO1F2|233151	2391	770	2151	2338	2295	1592	1674	1635	1641	1481	3406	2571
jgi.p|YarlipO1F2|233153	1873	1081	2508	1318	1356	733	776	3710	2888	751	1782	1097
jgi.p|YarlipO1F2|233156	0	1	3	3	3	0	2	0	2	5	4	0
jgi.p|YarlipO1F2|233157	175	69	208	260	183	129	214	348	345	210	477	253
jgi.p|YarlipO1F2|233160	1423	855	2039	1807	1125	753	1684	1242	1907	1027	2070	1091
jgi.p|YarlipO1F2|233162	10	3	6	8	7	2	4	2	2	3	11	6
jgi.p|YarlipO1F2|233165	5701	1697	5127	3491	4528	2234	1856	1806	2191	1951	4562	2709
jgi.p|YarlipO1F2|233172	11	3	5	4	5	1	20	47	30	3	6	5
jgi.p|YarlipO1F2|233179	418	190	480	232	312	160	71	45	49	148	266	151
jgi.p|YarlipO1F2|233181	171	136	246	169	137	66	207	319	352	155	328	225
jgi.p|YarlipO1F2|233183	1938	1659	3005	1036	1428	633	1056	600	815	479	1043	603
jgi.p|YarlipO1F2|233185	240	62	201	431	249	192	135	45	66	300	600	375
jgi.p|YarlipO1F2|233187	37	5	30	42	41	25	30	132	120	23	97	64
jgi.p|YarlipO1F2|233192	1105	424	1227	1143	1006	660	1398	1199	1943	663	1598	913
jgi.p|YarlipO1F2|233197	198	63	166	519	276	271	570	381	569	217	418	351
jgi.p|YarlipO1F2|233198	229	77	217	200	197	107	181	363	386	149	335	231
jgi.p|YarlipO1F2|233200	328	63	483	795	291	332	228	384	553	465	1007	599
jgi.p|YarlipO1F2|233206	666	102	560	1680	562	770	1394	776	1260	799	1514	951
jgi.p|YarlipO1F2|233212	9698	6108	12998	2804	6552	2138	1979	1476	1637	1019	2188	1202
jgi.p|YarlipO1F2|233219	55	12	34	49	37	25	19	35	44	28	85	36
jgi.p|YarlipO1F2|233223	291	124	267	253	262	133	445	560	478	170	367	182
jgi.p|YarlipO1F2|233226	269	202	295	376	202	215	149	1036	332	456	2872	1750
jgi.p|YarlipO1F2|233228	395	126	454	535	373	223	541	393	573	343	766	460
jgi.p|YarlipO1F2|233234	2531	875	2414	1268	2078	940	1547	1423	1490	942	3497	2167
jgi.p|YarlipO1F2|233252	290	82	262	669	304	245	364	1826	1424	443	1037	609
jgi.p|YarlipO1F2|233255	768	403	876	771	737	365	557	3105	2400	581	1289	745
jgi.p|YarlipO1F2|233262	771	241	685	1412	923	544	1681	9503	7903	1060	2826	1751
jgi.p|YarlipO1F2|233263	110	26	66	300	157	118	700	3454	2384	243	559	324
jgi.p|YarlipO1F2|233265	92	17	87	107	75	75	164	2	8	20	37	29
jgi.p|YarlipO1F2|233267	115	59	114	161	160	91	173	850	640	143	944	533
jgi.p|YarlipO1F2|233268	431	155	446	451	321	231	508	425	729	390	906	682
jgi.p|YarlipO1F2|233275	2507	1259	3009	1973	2383	1076	1567	3512	3282	1207	3061	1806
jgi.p|YarlipO1F2|233276	1936	800	1974	1203	1744	796	1648	1727	2439	844	2019	1232
jgi.p|YarlipO1F2|233282	365	38	203	712	395	330	1192	2361	2385	316	839	547
jgi.p|YarlipO1F2|233283	15	2	4	21	17	7	26	36	34	11	43	31
jgi.p|YarlipO1F2|233285	1166	401	1154	955	1149	627	752	656	786	775	1592	1070
jgi.p|YarlipO1F2|233288	375	228	478	206	356	116	233	155	265	168	335	217
jgi.p|YarlipO1F2|233290	1172	171	713	1828	1550	994	2452	7497	7281	1297	2778	1837
jgi.p|YarlipO1F2|233302	645	105	471	1285	567	430	748	1823	1879	608	1359	805
jgi.p|YarlipO1F2|233303	5	1	6	2	3	3	1	10	4	2	2	1
jgi.p|YarlipO1F2|233304	0	0	0	0	1	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|233305	574	180	547	763	492	400	184	85	131	439	1100	698
jgi.p|YarlipO1F2|233306	1424	318	1192	2189	1625	1021	1513	2723	3041	1290	2917	1754
jgi.p|YarlipO1F2|233307	2	3	4	3	3	3	1	0	3	5	0	2
jgi.p|YarlipO1F2|233310	683	281	665	1252	646	504	1259	1425	2145	524	800	481
jgi.p|YarlipO1F2|233311	2211	855	2130	1529	2092	830	2400	4714	5292	969	2139	1361
jgi.p|YarlipO1F2|233318	1809	711	1936	1776	1808	827	970	1318	1546	1154	2797	1864
jgi.p|YarlipO1F2|233319	8120	3659	8769	5808	6680	3250	4506	12741	14211	3469	10560	5686
jgi.p|YarlipO1F2|233327	7800	488	3003	27067	5652	10446	1556	60	1259	22513	59680	37659
jgi.p|YarlipO1F2|233330	1815	86	371	9781	1079	2785	148	49	222	7941	17610	10387
jgi.p|YarlipO1F2|233335	1833	139	732	2407	1110	1377	124	20	38	530	927	825
jgi.p|YarlipO1F2|233338	8	2	5	8	9	5	6	5	7	1	10	8
jgi.p|YarlipO1F2|233340	328	99	339	346	305	178	395	481	558	269	617	394
jgi.p|YarlipO1F2|233343	5297	2642	6010	4005	4882	2067	2647	6459	7799	2528	6757	4166
jgi.p|YarlipO1F2|233345	422	63	372	489	413	285	1042	182	346	212	320	179
jgi.p|YarlipO1F2|233348	175	64	154	164	217	73	183	272	390	177	436	227
jgi.p|YarlipO1F2|233350	447	221	546	271	274	194	143	59	70	173	447	237
jgi.p|YarlipO1F2|233354	2325	1018	3176	2529	2155	1368	959	1217	1593	1322	2421	1442
jgi.p|YarlipO1F2|233357	10464	3919	9741	7986	8290	4541	5920	10048	13355	5590	18078	9894
jgi.p|YarlipO1F2|233363	225	133	333	139	189	103	200	258	281	107	323	207
jgi.p|YarlipO1F2|233365	2113	1618	2952	1043	1726	643	1019	2929	2680	567	2210	1360
jgi.p|YarlipO1F2|233367	26	3	14	13	10	20	6	0	2	9	17	9
jgi.p|YarlipO1F2|233369	90	9	59	60	118	40	78	31	33	22	28	34
jgi.p|YarlipO1F2|233370	1398	668	1675	652	1205	428	619	682	863	479	1184	702
jgi.p|YarlipO1F2|233371	1174	235	848	1423	1091	654	1464	2274	2467	900	3647	2490
jgi.p|YarlipO1F2|233374	1687	672	1684	1691	1443	883	1540	1057	1425	1009	1912	1284
jgi.p|YarlipO1F2|233383	2485	918	2479	1967	2531	1258	1825	1843	2349	868	1970	1168
jgi.p|YarlipO1F2|233385	889	249	790	1344	847	680	476	388	634	790	2028	1246
jgi.p|YarlipO1F2|233387	2288	952	2619	2125	1787	1237	888	1236	1853	999	2448	1626
jgi.p|YarlipO1F2|233392	258	117	298	221	255	121	284	889	699	161	520	291
jgi.p|YarlipO1F2|233394	2	1	2	5	8	1	2	15	12	4	7	2
jgi.p|YarlipO1F2|233395	171	44	126	327	141	156	199	127	198	257	433	259
jgi.p|YarlipO1F2|233398	334	173	354	227	285	148	239	237	276	261	709	415
jgi.p|YarlipO1F2|233399	101	51	89	29	75	22	42	43	49	32	101	45
jgi.p|YarlipO1F2|233401	148	49	101	114	81	55	351	4191	2043	41	90	70
jgi.p|YarlipO1F2|233403	2802	261	1687	2487	3145	1979	2660	2805	2996	1604	3225	2300
jgi.p|YarlipO1F2|233405	5825	1426	5176	5548	5268	3220	2380	4353	2095	2710	5773	3256
jgi.p|YarlipO1F2|233406	160	26	82	173	90	80	143	30	43	64	77	75
jgi.p|YarlipO1F2|233407	0	0	0	0	0	0	1	0	0	0	0	0
jgi.p|YarlipO1F2|233410	62	6	50	97	41	44	228	337	435	71	138	70
jgi.p|YarlipO1F2|233411	1	0	3	0	0	2	0	3	0	1	1	1
jgi.p|YarlipO1F2|233412	4	10	3	1	3	0	2	1	1	0	1	0
jgi.p|YarlipO1F2|233413	1478	644	1473	403	1017	315	732	405	622	248	481	310
jgi.p|YarlipO1F2|233414	3320	2404	4323	805	2223	611	834	678	886	492	1541	774
jgi.p|YarlipO1F2|233415	94	25	79	123	64	52	57	968	353	155	802	599
jgi.p|YarlipO1F2|233416	2724	647	2437	3221	2344	1744	825	266	498	1279	2349	1672
jgi.p|YarlipO1F2|233430	66	37	67	447	138	200	564	2533	3126	268	629	338
jgi.p|YarlipO1F2|233433	1086	299	960	1118	1092	523	1282	3503	3389	773	2256	1296
jgi.p|YarlipO1F2|233434	6	9	7	7	4	4	1	1	2	1	4	5
jgi.p|YarlipO1F2|233436	4425	1664	3658	1302	2543	1079	187	162	229	464	963	624
jgi.p|YarlipO1F2|233442	1334	321	1169	1093	1160	659	1526	839	1149	643	1441	813
jgi.p|YarlipO1F2|233445	611	275	766	751	626	379	914	1280	1545	513	1240	698
jgi.p|YarlipO1F2|233448	6970	2818	6559	4975	5581	2729	4249	6188	7866	3425	10836	5681
jgi.p|YarlipO1F2|233453	4274	1779	4042	2668	3047	1500	1953	9981	8890	1996	6597	3541
jgi.p|YarlipO1F2|233457	30427	13236	31616	6330	26428	7120	7406	2189	3040	1947	5285	2503
jgi.p|YarlipO1F2|233460	1495	126	933	3063	1524	2039	2648	368	672	821	1074	1132
jgi.p|YarlipO1F2|233462	138	25	133	279	198	129	251	188	201	195	454	279
jgi.p|YarlipO1F2|233471	1110	459	1075	920	1032	480	988	2941	2703	670	1539	910
jgi.p|YarlipO1F2|233474	128	90	151	23	66	9	18	4	3	10	14	5
jgi.p|YarlipO1F2|233475	27594	12527	30948	5483	18689	4788	4035	3280	4156	2356	4889	2325
jgi.p|YarlipO1F2|233478	3839	978	3401	2063	4307	1456	2448	2898	3681	1389	3580	2239
jgi.p|YarlipO1F2|233480	5966	3373	6407	762	3548	797	1004	368	470	234	581	329
jgi.p|YarlipO1F2|233482	1	1	1	0	1	0	1	0	0	0	1	1
jgi.p|YarlipO1F2|233485	386	226	525	231	319	128	469	474	598	140	369	252
jgi.p|YarlipO1F2|233489	589	120	506	591	541	344	569	430	538	293	597	320
jgi.p|YarlipO1F2|233490	3314	1442	3943	2335	2341	1524	1371	3320	2965	1220	2497	1471
jgi.p|YarlipO1F2|233498	1898	358	1511	2987	2048	1532	4907	14521	12518	1966	4828	2932
jgi.p|YarlipO1F2|233514	908	214	754	1238	1192	566	2056	2854	3407	908	2366	1527
jgi.p|YarlipO1F2|233518	38	5	26	71	29	29	94	334	201	34	73	52
jgi.p|YarlipO1F2|233519	325	112	318	226	256	168	527	1537	1176	196	625	427
jgi.p|YarlipO1F2|233521	197	103	196	94	152	49	56	176	165	56	317	160
jgi.p|YarlipO1F2|233525	22113	7456	20173	16396	17333	11879	18677	51871	44952	11596	30084	20218
jgi.p|YarlipO1F2|233529	504	233	508	392	470	209	729	1166	1041	243	604	420
jgi.p|YarlipO1F2|233532	1899	729	1968	1205	1863	762	2022	1269	1350	537	1216	804
jgi.p|YarlipO1F2|233535	2011	581	1942	2556	2040	1376	2827	9110	7636	1819	3966	2149
jgi.p|YarlipO1F2|233538	8347	5650	8892	4089	7378	2834	4795	3074	2532	3855	19234	11551
jgi.p|YarlipO1F2|233544	256	79	231	433	146	178	114	56	71	191	340	192
